,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo,$_last_5_day,z_score
208,ABR^A US Equity,Arbor Realty Trust,25.15,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^a,na,na,0,0,0,0
209,ABR^B US Equity,Arbor Realty Trust,24.34,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^b,na,na,0,0,0,0
210,ABR^C US Equity,Arbor Realty Trust,25.58,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/abr^c,na,na,0,0,0,0
211,ABRN US Equity,Arbor Realty Trust,25.0101,n/a,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abrn,na,na,0,0,0,0
212,ARC US Equity,"ARC Document Solutions, Inc.",9.28,$433.6M,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc,"ARC Document Solutions Inc provides reprographic technology and services. The Company provides services that include scanning, imaging, and managing black and white and color documents.",www.e-arc.com,0,0,-1,1
213,ARCX US Equity,Arc Logistic Partners LP,19.82,$256.65M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx,"Arc Logistics Partners LP owns, operates, develops and acquires a diversified portfolio of complementary energy logistics assets. The Company is principally engaged in the terminalling, storage, throughput and transloading of crude oil and petroleum products.",www.arcxlp.com,0,0,3,0
214,MT US Equity,ArcelorMittal,11.09,$18.47B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt,"ArcelorMittal S.A. produces steel.  The Company manufactures cold rolled, electrogalvanized and coated steels, slabs, special quality bars, and wire rods.  Arcelor Mittal has steel making operations in Europe, the Americas, Asia, and Africa.",www.arcelormittal.com,0,0,6,-1
215,MTCN US Equity,ArcelorMittal,17.64,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtcn,na,na,0,0,0,0
216,ARH^C US Equity,Arch Capital Group Ltd.,27.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arh^c,na,na,0,0,0,0
217,ACI US Equity,"Arch Coal, Inc.",1.37,$290.82M,n/a,Energy,Coal Mining,http://www.nasdaq.com/symbol/aci,"Arch Coal, Inc. mines, processes, and markets low sulfur coal from surface, underground, and auger mines located in the western United States and in the central Appalachian region.  The Company markets its coal primarily to electric utilities.",www.archcoal.com,0,0,17,-1
218,ADM US Equity,Archer-Daniels-Midland Company,48.15,$31B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities and products. The Company processes oilseeds, corn, milo, oats, barley, peanuts, and wheat. Archer-Daniels-Midland also processes produce products which have primarily two end uses including food or feed ingredients.",www.adm.com,0,0,1,0
219,ARCO US Equity,Arcos Dorados Holdings Inc.,5.39,$1.13B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco,"Arcos Dorados Holdings, Inc. is a franchisee for an American fast-food burger restaurant.  The Company has the right to own, operate and grant franchises of restaurants in South  and Central America and the Caribbean.",www.arcosdorados.com,0,0,3,-1
220,ASC US Equity,Ardmore Shipping Corporation,10.54,$275.09M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc,"Ardmore Shipping Corp is engaged in the ownership and operation of product and chemical tankers in worldwide trade.  The Company provides shipping services to customers through voyage charters, commercial pools and time charters.",ardmoreshipping.com,0,0,-7,-1
221,AFC US Equity,Ares Capital Corporation,25.4,$203.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afc,na,na,0,0,0,0
222,ARN/CL US Equity,Ares Capital Corporation,25.11,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arn/cl,na,na,0,0,0,0
223,ARU US Equity,Ares Capital Corporation,25.72,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aru,na,na,0,0,0,0
224,ARY US Equity,Ares Capital Corporation,26.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ary,na,na,0,0,0,0
225,ACRE US Equity,Ares Commercial Real Estate Corporation,12.06,$344.97M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre,"Ares Commercial Real Estate Corp. is a newly organized specialty finance company. The Company is focused on originating, investing in and managing middle-market commercial real estate loans and other commercial real estate, or ""CRE-,"" related investments.",www.arescre.com,0,0,-1,0
226,ARDC US Equity,"Ares Dynamic Credit Allocation Fund, Inc.",16.3,$279.81M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc,na,www.aresdc.com,0,0,0,-1
227,ARES US Equity,Ares Management L.P.,19.7,$4.17B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares,"Ares Management, L.P. is an asset management firm that focuses on tradable credit, direct lending, private equity and real estate markets. The Company also invest in all levels of a company capital structure-from senior debt to common equity.",www.aresmgmt.com,0,0,5,1
228,ARMF US Equity,"Ares Multi-Strategy Credit Fund, Inc.",20.19,$346.58M,2013,n/a,n/a,http://www.nasdaq.com/symbol/armf,"Ares Multi-Strategy Credit Fund Inc is a closed-end fund management company. The Fund aims to provide a level of total return, primarily through current income and, secondarily, through capital appreciation. The Fund invests in a broad, dynamically managed portfolio of senior, secured loans, corporate bonds and other fixed-income instruments rated below investment grade.",www.aresdc.com,0,0,0,-1
229,AGX US Equity,"Argan, Inc.",33.01,$479.67M,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx,"Argan, Inc., through its subsidiary, designs and builds energy plants. The Company's energy plants include traditional gas as well as alternative energy including biodiesel, ethanol, and renewable energy sources such as wind power and solar.",www.arganinc.com,0,0,2,0
230,ANET US Equity,"Arista Networks, Inc.",68.5,$4.41B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet,"Arista Networks Inc. provides cloud networking solutions for data-centers and computer environments. The Company offers ethernet switches, pass-through cards, transceivers, cards, and enhanced operating systems. Arista also provides host adapter solutions and networking services and markets its products globally.",www.aristanetworks.com,0,0,12,0
231,AI US Equity,Arlington Asset Investment Corp,24.83,$570.27M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai,Arlington Asset Investment Corp. is an investment company. The Company invests in mortgage-related assets and merchant banking opportunities. Arlington Asset's investments include mortgage-backed securities (MBS) and collaterized mortgage obligations (CMOs).,www.arlingtonasset.com,0,0,0,-1
232,AIW US Equity,Arlington Asset Investment Corp,24.12,n/a,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/aiw,na,na,0,0,0,0
233,AHH US Equity,"Armada Hoffler Properties, Inc.",10.68,$267.21M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh,"Armada Hoffler Properties, Inc. operates as a full service real estate company. The Company develops, builds, owns and manages office, retail, and residential properties. Armada Hoffler Properties offers its services in the Mid-Atlantic region of the United States.",www.armadahoffler.com,0,0,0,0
234,ARR US Equity,"ARMOUR Residential REIT, Inc.",3.11,$1.11B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr,"ARMOUR Residential REIT Inc. invests primarily in hybrid adjustable-rate, adjustable-rate and fixed-rate residential mortgage-backed securities issued or guaranteed by a U.S. Government-chartered entity. The Company has elected to qualify to be taxed as a real estate investment trust.",www.armourreit.com/,0,0,0,-1
235,ARR^A US Equity,"ARMOUR Residential REIT, Inc.",25.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^a,na,na,0,0,0,0
236,ARR^B US Equity,"ARMOUR Residential REIT, Inc.",23.9532,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arr^b,na,na,0,0,0,0
237,AWI US Equity,Armstrong World Industries Inc,54.8,$3.01B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi,"Armstrong World Industries, Inc. designs and manufactures floors and ceilings in the United States and other countries around the world.",www.armstrong.com,0,0,7,0
238,ARW US Equity,"Arrow Electronics, Inc.",62.78,$6B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw,"Arrow Electronics, Inc. distributes electronic components and computer products to industrial and commercial customers.  The Company distributes a variety of products including computer systems, peripherals, software, and mass storage products to original equipment manufacturers and commercial customers worldwide.",www.arrow.com,0,0,2,1
239,AJG US Equity,Arthur J. Gallagher & Co.,48.55,$8B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg,na,www.ajg.com,0,0,2,1
240,APAM US Equity,Artisan Partners Asset Management Inc.,47.58,$3.47B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam,"Artisan Partners Asset Management Inc. provides investment management services. The Company offers investment strategies spanning various market capitalization segments, region, and investing styles. Artisan Partners Asset Management serves customers worldwide.",www.artisanpartners.com,0,0,2,0
241,ASA US Equity,ASA Gold and Precious Metals Limited,11.08,$213.73M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa,"ASA Gold and Precious Metals Ltd is a diversified closed-end management investment company incorporated in Bermuda and registered with the SEC. The Fund's objective is to provide investors a vehicle to invest in a portfolio consisting primarily of stocks of companies conducting, as a major portion of their business, gold mining and related activities.",www.asaltd.com,0,0,-2,-1
242,ABG US Equity,Asbury Automotive Group Inc,78.87,$1.49B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg,"Asbury Automotive Group Inc. is an automotive retailer operating franchises and dealership locations in the United States.  The Company offers new and used vehicles and related financing and insurance, vehicle maintenance and repair services, replacement parts, and service contracts.  Asbury's dealerships are primarily either luxury or mid-line import brands.",www.asburyauto.com,0,0,-1,1
243,AHP US Equity,"Ashford Hospitality Prime, Inc.",16.55,$420.24M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp,Ashford Hospitality Prime Inc is a real estate investment trust looking to acquire upscale and luxury hotels in gateway cities.  The Company operates in Texas.,www.ahpreit.com,0,0,0,0
244,AHT US Equity,Ashford Hospitality Trust Inc,10.57,$1.06B,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht,"Ashford Hospitality Trust is a self-advised real estate investment trust focusing on the lodging industry.  The Company owns several hotel properties in primary, secondary, and resort markets throughout the United States.",www.ahtreit.com,0,0,0,1
245,AHT^A US Equity,Ashford Hospitality Trust Inc,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^a,na,na,0,0,0,0
246,AHT^D US Equity,Ashford Hospitality Trust Inc,25.83,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^d,na,na,0,0,0,0
247,AHT^E US Equity,Ashford Hospitality Trust Inc,26.8999,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aht^e,na,na,0,0,0,0
248,ASH US Equity,Ashland Inc.,127.26,$8.81B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash,"Ashland Inc. is a global specialty chemical company serving a markets, including architectural coatings, automotive, construction, energy, food and beverage, personal care, pharmaceutical, tissue and towel, and water treatment. The company operates four commercial units: Ashland Specialty Ingredients, Ashland Water Technologies, Ashland Performance Materials and Ashland Consumer Markets.",www.ashland.com,0,0,0,2
249,APB US Equity,"Asia Pacific Fund, Inc. (The)",11.4,$117.92M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb,"The Asia Pacific Fund, Inc. is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to achieve long-term capital appreciation.  The Fund invests primarily in equity securities of companies in the Asia Pacific countries.",www.asiapacificfund.com,0,0,0,1
250,GRR US Equity,"Asia Tigers Fund, Inc. (The)",11.484,$40.54M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr,"Asia Tigers Fund, Inc. is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is long-term capital appreciation. The Fund invests primarily in equity securities of Asian companies.",www.aberdeen-asset.us/cef,0,0,0,0
251,ASPN US Equity,"Aspen Aerogels, Inc.",7.85,$180.49M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn,"Aspen Aerogels, Inc. manufactures insulation products. The Company offers insulation for high temperature steam pipes, and vessels. Aspen Aerogels serves petrochemical, refinery, industrial, and power generation sectors.",www.aerogel.com,0,0,-2,0
252,AHL US Equity,Aspen Insurance Holdings Limited,46.96,$2.92B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl,"Aspen Insurance Holdings Ltd. is a holding company that provides property/casualty insurance and reinsurance.  The Company offers property and liability insurance in the United Kingdom and United States, and marine, energy, and aviation insurance and reinsurance worldwide.",www.aspen.bm,0,0,0,1
253,AHL^A US Equity,Aspen Insurance Holdings Limited,26.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^a,na,na,0,0,0,0
254,AHL^B US Equity,Aspen Insurance Holdings Limited,26.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^b,na,na,0,0,0,0
255,AHL^C US Equity,Aspen Insurance Holdings Limited,25.45,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ahl^c,na,na,0,0,0,0
256,ASB US Equity,Associated Banc-Corp,18.57,$2.76B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb,"Associated Banc-Corp is a Midwest banking franchise headquartered in Green Bay, Wisconsin. The Bank offers a full range of financial products and services through banking locations serving communities throughout Wisconsin, Illinois, and Minnesota, and commercial financial services in Indiana, Michigan, Missouri, Ohio and Texas.",www.assocbank.com,0,0,0,1
257,ASB^B US Equity,Associated Banc-Corp,27.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asb^b,na,na,0,0,0,0
258,AEC US Equity,Associated Estates Realty Corporation,23.9,$1.38B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aec,"Associated Estates Realty Corporation is a real estate investment trust. The Company specializes in owning and managing multifamily properties. Associated Estates owns properties in: Florida, Georgia,Indiana, Ohio, Maryland, Michigan, Texas, Virginia, and Washington D.C.",www.associatedestates.com,0,0,-1,2
259,AIZ US Equity,"Assurant, Inc.",60.67,$4.26B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz,"Assurant, Inc. provides specialized insurance and insurance-related products. The Company offers individual and small employer group health insurance, group dental insurance, pre-funded funeral insurance, group disability and life insurance, creditor-placed homeowners insurance, manufactured housing homeowners insurance, debt protection administration, credit insurance, and warranties.",www.assurant.com,0,0,-8,0
260,AGO US Equity,Assured Guaranty Ltd.,26.39,$4.27B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago,"Assured Guaranty Ltd. provides financial guaranty insurance and reinsurance coverage. The Company's products include guaranties for municipal finance, structured finance and infrastructure finance.",www.assuredguaranty.com,0,0,0,1
261,AGO^B US Equity,Assured Guaranty Ltd.,25.85,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^b,na,na,0,0,0,0
262,AGO^E US Equity,Assured Guaranty Ltd.,25.18,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^e,na,na,0,0,0,0
263,AGO^F US Equity,Assured Guaranty Ltd.,24.67,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ago^f,na,na,0,0,0,0
264,AF US Equity,Astoria Financial Corporation,13.03,$1.3B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af,"Astoria Financial Corporation is a bank holding company.  The Bank attracts deposits from the general public and invests those deposits, along with other funds, in a variety of loans and mortgage backed securities.",www.astoriafederal.com,0,0,0,0
265,AF^C US Equity,Astoria Financial Corporation,25.31,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/af^c,na,na,0,0,0,0
266,AZN US Equity,Astrazeneca PLC,68.58,$86.62B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn,"AstraZeneca PLC is a holding company. The Company, through its subsidiaries, researches, manufactures, and sells pharmaceutical and medical products. AstraZeneca focuses its operations on eight therapeutic areas: Gastrointestinal, Oncology, Cardiovascular, Respiratory, Central Nervous System, Pain Control, Anaesthesia, and Infection.",www.astrazeneca.com,0,0,-1,0
267,T US Equity,AT&T Inc.,34.08,$176.77B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t,"AT&T Inc. is a communications holding company.  The Company, through its subsidiaries and affiliates, provides local and long-distance phone service, wireless and data communications, Internet access and messaging, IP-based and satellite television, security services, telecommunications equipment, and directory advertising and publishing.",www.att.com,0,0,-1,0
268,ATTO US Equity,Atento S.A.,11.76,$865.77M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto,"Atento SA is a provider of customer relationship management and business process outsourcing (""CRM BPO"") services in Latin America and Spain. The Company offers a wide range of CRM BPO services across multiple channels to clients in multiple sectors such as telecommunications, banking and financial services, media and technology, health, retail and public administration.",www.atento.com,0,0,-1,0
269,AT US Equity,Atlantic Power Corporation,2.75,$333.39M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at,Atlantic Power Corporation holds indirect interests in non-utility electric generating facilities that operate primarily in the United States electric power generation industry.,www.atlanticpowercorporation.com,0,0,3,0
270,ATLS US Equity,"Atlas Energy, L.P.",31.4,$1.63B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/atls,"Atlas Energy LP transports petroleum products.  The Company owns and operates natural gas processing plants and gas gathering pipeline systems in Kansas, Oklahoma and Texas; and a pipeline system in Tennessee.  Atlas Energy also offers investment management services.",www.atlasenergy.com,0,0,5,-1
271,APL US Equity,"Atlas Pipeline Partners, L.P.",27.34,$2.31B,2000,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/apl,"Atlas Pipeline Partners, L.P.  provides natural gas gathering services in the Anadarko and Permian Basins located in the southwestern and mid-continent United States and the Appalachian Basin in the eastern United States. The Company also provides natural gas processing and treating services in Oklahoma and Texas.",www.atlaspipelinepartners.com,0,0,3,-1
272,APL^E/CL US Equity,"Atlas Pipeline Partners, L.P.",25.22,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apl^e/cl,na,na,0,0,0,0
273,ARP US Equity,"Atlas Resource Partners, L.P.",10.1,$823.63M,2005,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/arp,"Atlas Resource Partners LP owns oil and natural gas development and production assets.  The Company operates in Indiana, Tennessee, Colorado, and parts of Appalachia.  Atlas Resource Partners also owns a partnership management business.",www.atlasresourcepartners.com,0,0,2,-2
274,ARP^D US Equity,"Atlas Resource Partners, L.P.",21.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/arp^d,na,na,0,0,0,0
275,ATO US Equity,Atmos Energy Corporation,52.93,$5.34B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato,"Atmos Energy Corporation distributes natural gas to utility customers in several states.  The Company's non-utility operations span various states and provide natural gas marketing and procurement services to large customers.  Atmos Energy also manages company-owned natural gas storage and pipeline assets, including an intrastate natural gas pipeline in Texas.",www.atmosenergy.com,0,0,0,1
276,ATW US Equity,"Atwood Oceanics, Inc.",34.38,$2.22B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw,"Atwood Oceanics, Inc. operates as a global offshore drilling contractor. The Company engages in the drilling and completion of exploratory and developmental oil and gas wells. Atwood Oceanics operates mobile offshore drilling units and is constructing ultra-deepwater drillships.",www.atwd.com,0,0,3,-1
277,AUO US Equity,AU Optronics Corp,5.36,$5.16B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo,AU Optronics Corp. manufactures and markets thin film transistor-liquid crystal displays (TFT-LCDs) and plasma display panels (PDPs).  The Company sells its products in Taiwan and exports worldwide.,www.auo.com,0,0,-4,1
278,AUQ US Equity,AuRico Gold Inc.,3.35,$837.23M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/auq,"AuRico Gold Inc. is a Canadian gold producer with mines and projects in North America that have solid production growth and exploration potential. The Company is focused on its core operations including the Young-Davidson gold mine in northern Ontario and the El Chanate mine in Sonora State, Mexico. AuRico's project pipeline also includes development opportunities in Canada and Mexico.",www.auricogold.com,0,0,-7,-1
279,ATHM US Equity,Autohome Inc.,38.73,$4.07B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm,"Autohome Inc is an online destination for automobile consumers in China.  The Company delivers comprehensive, independent and interactive content to automobile buyers and owners.",autohome.com.cn,0,0,5,0
280,ALV US Equity,"Autoliv, Inc.",113.41,$10.27B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv,"Autoliv, Inc. develops and manufactures automotive safety systems for automotive manufacturers.  The Company's products include seat belts, airbags, anti-whiplash seats, child restraints, and leg protection equipment. Autoliv tests cars and products at crash test tracks in several countries.",www.autoliv.com,0,0,0,1
281,AN US Equity,"AutoNation, Inc.",62.63,$7.11B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an,"AutoNation, Inc. retails, finances, and services new and used vehicles.  The Company also provides other related services and products, such as the sale of parts and accessories, extended service contracts, aftermarket automotive products, and collision repair services.  AutoNation operates throughout the United States.",www.autonation.com,0,0,-1,2
282,AZO US Equity,"AutoZone, Inc.",623.31,$19.88B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo,"AutoZone, Inc. is a specialty retailer of automotive replacement parts and accessories. The Company offers an extensive product line for cars, sport utility vehicles, vans and light trucks, including new and remanufactured automotive hard parts, maintenance items, accessories and non-automotive products.  Autozone operates in United States and Puerto Rico, and Mexico.",www.autozone.com,0,0,0,1
283,AVB US Equity,"AvalonBay Communities, Inc.",171,$22.57B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb,"AvalonBay Communities, Inc. is a real estate investment trust. The company develops, redevelops, acquires, owns and operates multifamily communities in the United States.",www.avalonbay.com,0,0,-1,2
284,ACP US Equity,Avenue Income Credit Strategies Fund,15,$196.11M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp,na,www.avenuecapital.com,0,0,0,-2
285,AVY US Equity,Avery Dennison Corporation,54.08,$4.93B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy,"Avery Dennison Corporation develops, manufactures, and markets pressure-sensitive materials, office products and a variety of tickets, tags, labels and other converted products.  The Company also manufacture a variety of office products and other converted products, as well as binders, organizing systems, markers, fasteners, and business forms, and other products.",www.averydennison.com,0,0,0,1
286,AVG US Equity,AVG Technologies N.V.,22.09,$1.14B,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/avg,"AVG Technologies NV provides antivirus and internet security products. The Company produces and develops software for threat detection, prevention, and risk analyzes. AVG Technologies operates worldwide.",www.avg.com,0,0,7,1
287,AVH US Equity,Avianca Holdings S.A.,11.92,n/a,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh,"Avianca Holdings SA owns and operates airlines.  The Company offers scheduled air passenger transportation services within Colombia and to Central America, North America, South America, and Europe.",www.aviancataca.com,0,0,-2,-1
288,AVA US Equity,Avista Corporation,34.21,$2.13B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava,"Avista Corporation is an energy company that delivers products and solutions to business and residential customers throughout North America.  The Company, through Avista Utilities, generates, transmits, and distributes electric and natural gas.  Avista's other businesses include Avista Advantage and Avista Energy.",www.avistacorp.com,0,0,0,1
289,AVIV US Equity,"Aviv REIT, Inc.",36.25,$1.71B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aviv,"Aviv REIT, Inc. operates as a real estate investment trust. The Company focuses on the ownership, acquisition, and development of post-acute and long-term care skilled nursing facilities. Aviv REIT conducts business throughout the United States.",www.avivreit.com,0,0,0,2
290,AV US Equity,Aviva plc,17.03,$25.1B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/av,"Aviva PLC is an international insurance company that provides all classes of general and life assurance, including fire, motor, marine, aviation, and transport insurance.  The Company also supplies a variety of financial services, including unit trusts, stockbroking, long-term savings, and fund management.",www.aviva.com,0,0,1,0
291,AVV US Equity,Aviva plc,27.75,n/a,2011,Finance,Life Insurance,http://www.nasdaq.com/symbol/avv,na,na,0,0,0,0
292,AVT US Equity,"Avnet, Inc.",45.91,$6.26B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt,"Avnet, Inc. distributes computer products and semiconductors, as well as interconnect, passive, and electromechanical components. The Company markets and distributes these products and provides supply-chain integration, engineering design, and technical services. Avnet serves customers in countries around the world.",www.avnet.com,0,0,2,1
293,AVOL US Equity,Avolon Holdings Limited,19.49,$1.58B,2014,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/avol,"Avolon Holdings Limited operates as an aircraft leasing company. The Company, through its subsidiaries, acquires, manages, and sells commercial aircraft.",www.avolon.aero,0,0,1,0
294,AVP US Equity,"Avon Products, Inc.",8.45,$3.67B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp,"Avon Products, Inc. manufactures and direct sells beauty and related products. The Company markets its products to consumers worldwide through independent sales representatives.  Avon's product line includes beauty, fashion and home.",www.avon.com,0,0,-2,-1
295,AVX US Equity,AVX Corporation,13.9,$2.34B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx,"AVX Corporation manufactures and supplies a variety of passive electronic components and related products.  The Company's products include ceramic and tantalum capacitors which are used in many electronic products to store, filter, or regulate electric energy.  AVX's customers include original equipment manufacturers in various industries.",www.avxcorp.com,0,0,1,1
296,AXTA US Equity,Axalta Coating Systems Ltd.,26.93,$6.17B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta,"Axalta Coating Systems Ltd. manufactures, markets and distributes coatings systems. The Company offers products and services which includes paint, color matching tools, application technologies, and customer  training and business management systems. Axalta Coating Systems serves automotive, transportation,  general industrial, and architectural and decorative sectors.",www.axaltacs.com,0,0,5,0
297,AXLL US Equity,Axiall Corporation,47.45,$3.33B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/axll,"Axiall Corp manufactures and markets chemical and plastic products.  The Company's products include electrochemicals, methanol, and aromatic chemicals. Axiall Corp's products are sold for further processing into a variety of end-use applications, such as plastic piping, window frames made from PVC resins, and bonding agents for wood products.",www.axiallcorp.com,0,0,1,0
298,AXS US Equity,Axis Capital Holdings Limited,52.23,$5.34B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs,"Axis Capital Holdings Limited provides specialty lines and treaty reinsurance on a global basis.  Specialty lines primarily includes onshore and offshore energy, aviation and aerospace, commercial property and marine. Treaty reinsurance covers catastrophe risks such as property, Workers' Compensation, professional liability, casualty, and marine and aviation.",www.axiscapital.com,0,0,0,2
299,AXS^C US Equity,Axis Capital Holdings Limited,27.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^c,na,na,0,0,0,0
300,AXS^D US Equity,Axis Capital Holdings Limited,23.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/axs^d,na,na,0,0,0,0
301,AZZ US Equity,AZZ Incorporated,45.92,$1.18B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz,na,na,0,0,0,0
302,BGS US Equity,"B&G Foods, Inc.",28.25,$1.52B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs,na,na,0,0,0,0
303,BWC US Equity,Babcock & Wilcox Company (The),30.78,$3.28B,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bwc,na,na,0,0,0,0
304,MCI US Equity,Babson Capital Corporate Investors,15.86,$308.15M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci,na,na,0,0,0,0
