,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,description,website,market_cap,net_income_before_eo,$_last_5_day,z_score
81,CQP US Equity,"Cheniere Energy Partners, LP",30.66,$10.36B,2007,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/cqp,"Cheniere Energy Partners, L.P., through its subsidiary, will develop, own, and operate the Sabine Pass LNG receiving terminal currently under construction in western Cameron Parish, Louisiana on the Sabine Pass Channel.",www.cheniereenergypartners.com.,0,0,-3,0
82,LNG US Equity,"Cheniere Energy, Inc.",74.0,$17.53B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/lng,"Cheniere Energy, Inc. develops, constructs, and operates energy assests in markets where growth is constrained by lack of infrastructure. The Company is primarily engaged in LNG-related businesses. Through its subsidiaries, Cheniere Energy owns and operates the Sabine Pass LNG terminal in Louisianna.",www.cheniere.com,0,0,0,1
83,CVR US Equity,Chicago Rivet & Machine Co.,32.81,$31.7M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvr,"Chicago Rivet & Machine Co. produces and sells rivets, cold-formed fasteners and parts, screw machine products, automatic rivet setting machines, automatic assembly equipment, and parts and  tools for such machines.  The Company also leases automatic rivet setting machines.  Chicago Rivet & Machine markets its products to the automotive and appliance industries in the United States.",www.chicagorivet.com/,0,0,-2,0
84,CNR US Equity,China Metro-Rural Holdings Limited,0.91,$66.92M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cnr,"China Metro-Rural Holdings Limited develops and operates integrated agricultural logistics platforms and rural-urban migration redevelopment services. The Company, through its subsidiaries, provides construction, sales and leasing of agricultural trade centers, offices, warehouses, restaurants, hotels, and residential buildings. China Metro operates in mainland China.",www.chinametrorural.com,0,0,3,0
85,CPHI US Equity,"China Pharma Holdings, Inc.",0.41200000000000003,$17.95M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cphi,"China Pharma Holdings, Inc., through a subsidiary, manufactures western and Chinese medicines.  The Company markets its products to hospitals and private sellers in the Peoples Republic of China.",www.chinapharmaholdings.com,0,0,32,0
86,CKX US Equity,"CKX Lands, Inc.",15.56,$30.23M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ckx,"CKX Lands Inc owns land and mineral interests. The Company offers land usage for oil and gas royalties, agricultural rentals, and timber sales. CKX Lands conducts business in the United States.",www.ckxlands.com,0,0,4,0
87,GLV US Equity,Clough Global Allocation Fund,15.0,$156.52M,2004,n/a,n/a,http://www.nasdaq.com/symbol/glv,"Clough Global Allocation Fund is non-diversified, closed-end management investment company. The Fund's objective is to provide a high level of total return. The Fund invests in equity and equity-related securities, as well as fixed income securities, including both corporate and sovereign debt, in both U.S. and non-U.S. markets.",na,0,0,0,0
88,GLQ US Equity,Clough Global Equity Fund,14.82,$264.4M,2005,n/a,n/a,http://www.nasdaq.com/symbol/glq,na,www.cloughglobal.com,0,0,1,0
89,GLO US Equity,Clough Global Opportunities Fund,12.45,$644.12M,2006,n/a,n/a,http://www.nasdaq.com/symbol/glo,"Clough Global Opportunities Fund is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to provide a high level of total return.  The Fund will invest in equity and equity-related securities, as well as fixed income securities, including both corporate and sovereign debt, in both U.S. and non-U.S. markets.",www.cloughglobal.com,0,0,1,0
90,CRV US Equity,"Coast Distribution System, Inc. (The)",3.51,$18.66M,n/a,Capital Goods,Automotive Aftermarket,http://www.nasdaq.com/symbol/crv,"The Coast Distribution System, Inc. supplies accessories for recreational vehicles and pleasure boats in the United States and Canada. The Company supplies its products to customers through distribution centers located in North America.",www.coastdistribution.com,0,0,0,0
91,MOC US Equity,Command Security Corporation,2.14,$20.8M,n/a,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/moc,"Command Security Corporation provides uniformed security services to commercial, financial, industrial, aviation, and governmental clients.  The Company conducts business through its offices located in Illinois, Pennsylvania, New Jersey, New York, Connecticut, Massachusetts, Florida, Georgia, and California.",www.cscny.com,0,0,-3,0
92,CIX US Equity,CompX International Inc.,11.3,$140.17M,1998,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cix,"CompX International Inc. manufactures ergonomic computer support systems, precision ball bearing slides, and locking systems.  The Company's products are for use in office furniture, computer-related applications, and a variety of other products.  CompX sells its products primarily to original equipment manufacturers.",www.compxnet.com,0,0,0,0
93,LODE US Equity,"Comstock Mining, Inc.",0.76,$68.2M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/lode,"Comstock Mining Inc. is a North American precious metals mining company. The Company is focused in Nevada, with property in the Comstock Lode District where it explores for gold.",www.comstockmining.com,0,0,-9,-2
94,CTO US Equity,Consolidated-Tomoka Land Co.,59.15,$347.04M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cto,"Consolidated-Tomoka Land Co. owns land near I-95 in Daytona Beach, Florida and a portfolio of single tenant properties. The Company also operates the LPGA International Golf Club.",www.ctlc.com,0,0,-3,2
95,MCF US Equity,Contango Oil & Gas Company,25.37,$491.55M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mcf,"Contango Oil & Gas Company is a development stage, independent oil and natural gas company that explores and acquires oil and gas properties.  The Company explores properties primarily in the onshore Gulf Coast and offshore Gulf of Mexico in the United States.  Contango's current production is from the offshore Gulf of Mexico and onshore Texas.",www.contango.com,0,0,-13,-2
96,CUO US Equity,Continental Materials Corporation,17.3,$28.55M,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cuo,"Continental Materials Corporation manufactures wall furnaces, console heaters, evaporative air coolers, and fan coil product lines as well as ready mix concrete, construction aggregates, and other building materials. The Company markets its products to wholesale distributors as well as direct to certain retail outlets throughout the United States.",www.continental-materials.com,0,0,3,0
97,CMT US Equity,Core Molding Technologies Inc,14.5,$111.22M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/cmt,"Core Molding Technologies, Inc. is a compounder of sheet molding composites (SMC's) and molder of fiberglass reinforced plastics.  The Company's processing capabilities include the compression molding of SMC's, vacuum assisted resin infusion molding, and spray up and lay up processes.  Core Molding produces fiberglass reinforced, molded products and SMC materials for varied markets.",www.coremt.com,0,0,-1,1
98,CRMD US Equity,CorMedix Inc,4.63,$103.63M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/crmd,na,www.cormedix.com,0,0,42,4
99,CRMD/WS US Equity,CorMedix Inc,1.2499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crmd/ws,"CorMedix Inc. is a biopharmaceutical company that seeks to in-license, develop, and commercialize therapeutic products for the treatment of cardia and renal dysfunction.",www.cormedix.com,0,0,171,5
100,CFP US Equity,Cornerstone Progressive Return Fund,15.36,$251.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cfp,"Cornerstone Progressive Return Fund is a newly organized, diversified, closed-end management investment company. The Fund's investment objective is to provide long-term total return. The Fund will invest primarily all of its assets in equity securities of U.S. issuers, non-U.S. issuers whose securities trade on a U.S. securities exchange or over the counter.",na,0,0,1,-1
101,CRF US Equity,"Cornerstone Strategic Return Fund, Inc. (The)",21.71,$95.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/crf,"Cornerstone Total Return Fund, Inc. is a diversified, closed-end management investment company incorporated in the USA. The Fund's investment objective is capital appreciation with current income as a secondary objective. The Fund invests in a portfolio of equity securities of large, mid and small-capitalization companies.",na,0,0,0,0
102,CLM US Equity,"Cornerstone Strategic Value Fund, Inc.",21.77,$44.13M,1987,n/a,n/a,http://www.nasdaq.com/symbol/clm,"Cornerstone Strategic Value Fund, Inc. is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is long-term capital appreciation.  The Fund invests primarily in equity securities of companies listed in the United States.",na,0,0,5,-1
103,COVR US Equity,Cover-All Technologies Inc.,1.095,$29.17M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/covr,"Cover-All Technologies Inc., through its subsidiary, provides software products for the property/casualty insurance industry.  The Company offers standard and customized software application products together with implementation support services.  Cover-All also provides professional consulting services.",www.cover-all.com,0,0,-6,-1
104,CVU US Equity,"CPI Aerostructures, Inc.",11.87,$100.69M,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/cvu,"CPI Aerostructures, Inc. manufactures structural aircraft parts and sub-assemblies for the commercial and military sectors of the aircraft industry. The Company provides engineering, technical, and program management services to its customers.",www.cpiaero.com,0,0,0,0
105,CIK US Equity,"Credit Suisse Asset Management Income Fund, Inc.",3.2168,$168.05M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cik,"Credit Suisse Asset Management Income Fund, Inc. is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to seek current income with the preservation of capital.  The Fund invests in fixed-income securities, such as bonds, debentures and preferred stocks.  At least 75% of its total assets will be invested in fixed-income securities.",www.woodis.cz,0,0,0,-1
106,DHY US Equity,Credit Suisse High Yield Bond Fund,2.8,$278.65M,1998,n/a,n/a,http://www.nasdaq.com/symbol/dhy,"Credit Suisse High Yield Bond Fund is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to seek high current income.  The Fund invests in securities offering high current income which generally will be in the lower rating categories of recognized ratings agencies.",www.csam.com/us,0,0,1,-2
107,CRVP US Equity,"Crystal Rock Holdings, Inc.",0.74,$15.81M,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/crvp,"Crystal Rock Holdings, Inc. bottles and distributes water, and markets coffee and other refreshments.  The Company markets individual bottles of water to retailers; distributes water in three- to five- gallon bottles to homes and offices; and markets coffee in pods and fractional packs.  Crystal Rock operates in the northeastern United States.",www.crystalrock.com,0,0,-5,-1
108,CTP US Equity,CTPartners Executive Search Inc.,6.71,$48.72M,2010,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ctp,"CTPartners Executive Search Inc. provides retained executive search services to clients on a global basis. The Company provide these services through offices in the Americas, Europe and Asia Pacific, as well as through a licensing arrangement that covers offices in Latin America.",www.ctnet.com,0,0,4,0
109,CVSL US Equity,CVSL Inc.,5.8799,$143.46M,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/cvsl,"CVSL Inc. is a holding company for acquiring multiple businesses in the direct selling industry. The Company's strategy is to participate in multiple categories, such as home and lifestyle, in global markets.",www.cvsl.us.com,0,0,13,-1
110,DAKP US Equity,"Dakota Plains Holdings, Inc.",1.77,$97.2M,n/a,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/dakp,"Dakota Plains Holdings, Inc. owns and operates transloading facilities and markets and transports crude oil and related products from and into the Williston Basin oil fields of North Dakota.  The Company transports crude oil by rail.",www.dakotaplains.com,0,0,-3,0
111,DXR US Equity,Daxor Corporation,6.05,$24.41M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxr,Daxor Corporation is a medical device manufacturing company with additional biotech services.  The Company produces an instrument that measures human blood volume.  It also offers sperm and blood banking services.,www.daxor.com,0,0,-1,-1
112,DEJ US Equity,Dejour Energy Inc.,0.1685,$30.73M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dej,"Dejour Energy, Inc. is an independent oil and natural gas company operating multiple exploration and production projects in North America's Piceance Basin and Peace River Arch regions.  The Company maintains offices in Denver, USA, Calgary and Vancouver, Canada.",www.dejour.com,0,0,26,0
113,VCF US Equity,"Delaware Investments Colorado Municipal Income Fund, Inc",14.65,$70.86M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vcf,"Delaware Investments Colorado Insured Municipal Income Fund is a closed-end management investment company incorporated in the USA.  The Fund's objective is current income exempt from both regular federal income tax and Colorado state personal income tax.  The Fund invests at least 80% of its assets in investment-grade, tax-exempt Colorado municipal obligations.",www.delawareinvestments.com/co/delaware,0,0,2,1
114,VFL US Equity,Delaware Investments Florida Insured Municipal Income Fund,13.02,$58.96M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vfl,"Delaware Investments National Municipal Income Fund is a closed-end management investment company incorporated in the USA. The Fund seeks to provide current income exempt from regular federal income tax, consistent with the preservation of capital. The Fund will be able to invest up to 20% of its assets in muni bonds with an investment rating of Ba/BB or lower, or that of comparable quality",www.delawareinvestments.com/co/delaware,0,0,0,0
115,VMM US Equity,"Delaware Investments Minnesota Municipal Income Fund II, Inc.",13.844000000000001,$159.27M,1993,n/a,n/a,http://www.nasdaq.com/symbol/vmm,"Delaware Investments Minnesota Municipal Income Fund II, Inc. is a closed-end management investment company incorporated in the USA.  The Fund's objective is high current income exempt from regular and Minnesota state income taxes as is consistent with preservation of capital.  The Fund invests at least 80% of its net assets in investment-grade, tax-exempt Minnesota municipal obligations.",www.delawareinvestments.com/co/delaware,0,0,0,0
116,DLA US Equity,"Delta Apparel, Inc.",8.85,$69.84M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dla,"Delta Apparel, Inc. designs, markets and manufactures branded and private label activewear apparel and headwear. The Company's products are sold to boutiques, department stores, outdoor and sporting goods retailers, college bookstores, screen printers and the US military.",www.deltaapparel.com,0,0,0,-1
117,DNN US Equity,Denison Mine Corp,0.9042,$457.41M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/dnn,na,www.denisonmines.com,0,0,-1,-1
118,DGSE US Equity,"DGSE Companies, Inc.",1.5,$18.34M,n/a,Consumer Services,Consumer Specialties,http://www.nasdaq.com/symbol/dgse,"DGSE Companies, Inc. wholesales and retails jewelry, diamonds, fine watches, and precious bullion products to customers via traditional and Internet channels.  The Company, through its Silverman Consultants, Inc. subsidiary, is a jewelry liquidation company.  DGSE operates live Internet auctions.",www.dgse.com,0,0,-7,0
119,DPW US Equity,Digital Power Corporation,1.0297,$6.98M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dpw,"Digital Power Corporation designs, develops, manufactures and markets switching power supplies for sale to manufacturers of computers and other electronic equipment. The Company's products convert alternating current to direct current and divide the single original current source into multiple discrete output voltages.",www.digipwr.com,0,0,-5,0
120,DSS US Equity,"Document Security Systems, Inc.",0.4366,$18.43M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dss,"Document Security Systems, Inc. provides printed security features which prevent forgery, duplication, counterfeiting, scanning, and re-imaging. The Company's features are intended for any type of printed documents, labels or packaging. Document Security provides various security paper products, security consulting, secure identification badges, and brand protection.",www.documentsecurity.com,0,0,9,-1
121,DMF US Equity,"Dreyfus Municipal Income, Inc.",9.42,$195.13M,1988,n/a,n/a,http://www.nasdaq.com/symbol/dmf,"Dreyfus Municipal Income Inc., is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to maximize current income exempt from Federal income taxes, consistent with the preservation of capital.  The Fund invests at least 80% of its assets in investment-grade municipal obligations.",www.dreyfus.com,0,0,-1,0
122,GRF US Equity,"Eagle Capital Growth Fund, Inc.",7.98,$24.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grf,"Eagle Capital Growth Fund Inc is a diversified, closed-end management investment company incorporated in the USA. The Fund's objective is long-term growth. The Fund invests primarily in the securities of companies believed to have P/E and debt/equity ratios that are equal to or lower than the average for companies in the same industry.",www.eaglecapitalgrowthfund.com,0,0,0,0
123,ESTE US Equity,"Earthstone Energy, Inc.",28.14,$388.87M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/este,"Earthstone Energy Inc. acquires, exploits, develops, and operates oil and natural gas properties.  The Company's exploration activities are located in the North Dakota and Montana portions of the Williston basin, the Denver-Julesburg basin of Colorado, the southern portions of Texas, and along the on-shore portions of the Gulf Coast.",www.earthstoneenergy.com,0,0,3,1
124,EVM US Equity,Eaton Vance California Municipal Bond Fund,11.95,$255.71M,2002,n/a,n/a,http://www.nasdaq.com/symbol/evm,na,www.eatonvance.com,0,0,0,1
125,EIA US Equity,Eaton Vance California Municipal Bond Fund II,13.09,$50.86M,2002,n/a,n/a,http://www.nasdaq.com/symbol/eia,"Eaton Vance California Municipal Bond Fund II is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and California personal income tax. The Fund invests primarily in high grade California municipal obligations.",www.eatonvance.com,0,0,0,1
126,CEV US Equity,Eaton Vance California Municipal Income Trust,13.06,$94.74M,1999,n/a,n/a,http://www.nasdaq.com/symbol/cev,"Eaton Vance California Municipal Income Trust is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is current income exempt from regular federal income taxes as well as California taxes.  The Fund invests in investment grade municipal obligations issued by the state of California.",www.eatonvance.com,0,0,0,0
127,EVV US Equity,Eaton Vance Limited Duration Income Fund,14.22,$1.67B,2003,n/a,n/a,http://www.nasdaq.com/symbol/evv,"Eaton Vance Limited Duration Income Fund is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to provide a high-level of current income.  The Fund invests in mortgage-backed securities, senior, secured floating rate loans and corporate bonds that are below ""investment grade"" quality.",www.eatonvance.com,0,0,0,-1
128,MAB US Equity,Eaton Vance Massachusetts Municipal Bond Fund,14.74,$26.07M,2002,n/a,n/a,http://www.nasdaq.com/symbol/mab,"Eaton Vance Massachusetts Municipal Bond Fund is a non-diversified, closed-end management incorporated in the USA.  The Fund's objective is to provide current income exempt from federal income tax and Massachusetts personal income tax. The Fund invests 80% of its assets in municipal obligations rated in the highest category at the time of investment.",www.eatonvance.com,0,0,0,0
129,MMV US Equity,Eaton Vance Massachusetts Municipal Income Trust,13.79,$37.82M,1999,n/a,n/a,http://www.nasdaq.com/symbol/mmv,"Eaton Vance Massachusetts Municipal Income Trust is a non-diversified, closed-end management investment company incorporated in the USA.  The Trust's objective isto achieve current income exempt from regular federal income taxes as well as Massachusetts taxes.  The Trust invests primarily in debt securities issued by Massachusetts municipalities.",www.eatonvance.com,0,0,-1,0
130,MIW US Equity,Eaton Vance Michigan Municipal Bond Fund,13.67,$20.7M,2002,n/a,n/a,http://www.nasdaq.com/symbol/miw,"Eaton Vance Michigan Municipal Bond Fund is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and Michigan state and city income tax. The Fund invests primarily in high grade Michigan municipal obligations.",www.eatonvance.com,0,0,0,0
131,EMI US Equity,Eaton Vance Michigan Municipal Income Trust,12.9,$26.87M,1999,n/a,n/a,http://www.nasdaq.com/symbol/emi,na,www.eatonvance.com,0,0,0,0
132,EIM US Equity,Eaton Vance Municipal Bond Fund,12.8,$872.55M,2002,n/a,n/a,http://www.nasdaq.com/symbol/eim,"Eaton Vance Municipal Bond Fund is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to provide current income exempt from federal income tax, including alternative minimum tax.  The Fund invests primarily in high grade municipal obligations rated A or better by Moody's, S&P or Fitch.",www.eatonvance.com,0,0,0,0
133,EIV US Equity,Eaton Vance Municipal Bond Fund II,12.6832,$127M,2002,n/a,n/a,http://www.nasdaq.com/symbol/eiv,"Eaton Vance Municipal Bond Fund II is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax, including the alternative minimum tax. The Fund invests primarily in high grade municipal obligations.",www.eatonvance.com,0,0,-1,0
134,EMJ US Equity,Eaton Vance New Jersey Municipal Bond Fund,12.94,$33.76M,2002,n/a,n/a,http://www.nasdaq.com/symbol/emj,"Eaton Vance New Jersey Municipal Bond Fund is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and New Jersey personal income tax. The Fund invests primarily in high grade New Jersey municipal obligations.",www.eatonvance.com,0,0,0,0
135,EVJ US Equity,Eaton Vance New Jersey Municipal Income Trust,12.57,$58.65M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evj,na,www.eatonvance.com,0,0,0,0
136,ENX US Equity,Eaton Vance New York Municipal Bond Fund,12.71,$199.31M,2002,n/a,n/a,http://www.nasdaq.com/symbol/enx,"Eaton Vance New York Municipal Bond Fund is a non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and New York State and City personal income taxes. The Fund invests primarily in high  grade New York municipal obligations.",www.eatonvance.com,0,0,0,0
137,NYH US Equity,Eaton Vance New York Municipal Bond Fund II,12.15,$31.19M,2002,n/a,n/a,http://www.nasdaq.com/symbol/nyh,Eaton Vance New York Municipal Bond Fund II is a closed-end fund incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and New York State and City personal income taxes. The Fund invests primarily in high grade New York municipal obligations.,www.eatonvance.com,0,0,-1,0
138,EVY US Equity,Eaton Vance New York Municipal Income Trust,13.54,$74.14M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evy,"Eaton Vance New York Municipal Income Trust is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to achieve current income exempt from regular federal income taxes as well as New York state taxes.  The Fund invests primarily in investment-grade municipal obligations issued by the state of New York.",www.eatonvance.com,0,0,0,0
139,EIO US Equity,Eaton Vance Ohio Municipal Bond Fund,13.3,$33.74M,2002,n/a,n/a,http://www.nasdaq.com/symbol/eio,"Eaton Vance Ohio Municipal Bond Fund is a non-diversified, closed-end management company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and Ohio personal income tax. The Fund invests primarily in high grade Ohio municipal obligations.",www.eatonvance.com,0,0,-2,0
140,EVO US Equity,Eaton Vance Ohio Municipal Income Trust,14.015999999999998,$40.05M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evo,"Eaton Vance Ohio Municipal Income Trust is a non-diversified, closed-end management investment company incorporated in the USA,  The Fund's objective is to achieve current income exempt from regular federal income taxes as well as Ohio state taxes.  The Fund invests primarily in investment-grade municipal obligations issued by the state of Ohio.",www.eatonvance.com,0,0,-4,0
141,EIP US Equity,Eaton Vance Pennsylvania Municipal Bond Fund,12.85,$38.04M,2002,n/a,n/a,http://www.nasdaq.com/symbol/eip,"Eaton Vance Pennsylvania Municipal Bond Fund is non-diversified, closed-end management investment company incorporated in the USA. The Fund's objective is to provide current income exempt from federal income tax and Pennsylvania state and local taxes. The Fund invests primarily in high grade Pennsylvania municipal obligations.",www.eatonvance.com,0,0,-1,0
142,EVP US Equity,Eaton Vance Pennsylvania Municipal Income Trust,12.38,$33.41M,1999,n/a,n/a,http://www.nasdaq.com/symbol/evp,"Eaton Vance Pennsylvania Municipal Income Trust is a non-diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is to achieve current income exempt from regular federal income taxes as well as Pennsylvania state taxes.  The Fund invests primarily in investment-grade municipal obligations issued by the state of Pennslyvania.",www.eatonvance.com,0,0,0,0
143,ELMD US Equity,"Electromed, Inc.",2.319,$18.86M,2011,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elmd,"Electromed, Inc. manufactures, markets and sells products that provide airway clearance therapy for patients compromised pulmonary function. The Company's proprietary system generates High Frequency Chest Wall Oscillation (""HFCWO""), a technique for airway clearance therapy, also known as High Frequency Chest Compression.",www.electromed.com,0,0,-7,1
144,ETAK US Equity,Elephant Talk Communications Corp.,0.6983,$105.97M,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/etak,"Elephant Talk Communications, Inc. provides voice, data transmission, pre-paid calling cards, and Internet service provider services.  The Company is a facility-based international long distance carrier offering switch-voice services for both the wholesale and retail markets.",www.elephanttalk.com,0,0,-3,-1
145,ELLO US Equity,Ellomay Capital Ltd.,8.9,$95.23M,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ello,"Ellomay Capital, Ltd. invests in the energy and infrastructure industry. The Company's investments include renewable, clean energy and natural resource companies located in Italy and Israel.",www.ellomay.com,0,0,0,0
146,ECF US Equity,Ellsworth Growth and Income Fund Ltd.,8.69,$114.19M,1986,n/a,n/a,http://www.nasdaq.com/symbol/ecf,"Ellsworth Fund Limited is a diversified, closed-end management investment company incorporated in the USA.  The Fund's objective is income and the potential for capital appreciation.  The Fund invests primarily in convertible securities.",www.ellsworthfund.com,0,0,0,1
147,EMAN US Equity,eMagin Corporation,3.21,$80.32M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/eman,eMagin Corporation develops and manufactures optical systems and microdisplays for use in the electronics industry.  The Company provides its products to mobile markets that require high-resolution imaging in a compact package.,www.emagin.com,0,0,1,0
148,EOX US Equity,"Emerald Oil, Inc.",1.18,$123.59M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eox,"Emerald Oil, Inc. is an independent exploration and production oil company focused on developing oil wells.",www.emeraldoil.com,0,0,2,-2
149,MSN US Equity,Emerson Radio Corporation,1.34,$36.35M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/msn,"Emerson Radio Corp. designs, markets, and licenses televisions, other video products, microwave ovens, clocks, radios, and audio and home theater products. The Company also, through its partially-owned subsidiary, is a direct marketer of sports-related equipment and leisure products to the institutional market, including schools, military facilities, and athletic teams.",www.emersonradio.com,0,0,27,-1
150,UUUU US Equity,Energy Fuels Inc,4.95,$97.43M,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/uuuu,"Energy Fuels, Inc. is a uranium and vanadium mining, production and development company with assets located in the western U.S. The company also owns and operates the only uranium mill in the U.S.",www.energyfuels.com,0,0,0,-1
151,ENRJ US Equity,"EnerJex Resources, Inc.",2.83,$21.63M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/enrj,"EnerJex Resources, Inc. is an oil and natural gas acquisition, exploration, and development company.",www.enerjexresources.com,0,0,2,-1
152,ENRJ^ US Equity,"EnerJex Resources, Inc.",19.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enrj^,na,na,0,0,0,0
153,ENSV US Equity,ENSERVCO Corporation,2.2,$81.52M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/ensv,"Enservco Corporation offers fluid-related services to the oil and natural gas production industry.  The Company offers hot oiling, frac heating, and water hauling services.  Enservco operates in Colorado, Kansas, New Mexico, Oklahoma, Pennsylvania, Texas, Utah, West Virginia and Wyoming.",www.enservco.com,0,0,0,0
154,EGI US Equity,Entree Gold Inc,0.162,$23.81M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/egi,Entree Gold Inc. is a mining company developing discoveries of gold and copper in Mongolia.  The Company is currently conducting exploration on its mineral concessions in southern Mongolia.,www.entreegold.com,0,0,-3,-2
155,EVI US Equity,"EnviroStarm, Inc.",2.35,$16.53M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evi,na,www.envirostarinc.com,0,0,-7,0
156,ERB US Equity,"ERBA Diagnostics, Inc.",3.49,$153.59M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/erb,"ERBA Diagnostics, Inc. develops, manufactures, and markets test kits, laboratory instruments, and raw materials such as antigens.  The Company's products perform diagnostic tests for the detection of disease. ERBA's products are sold to hospitals and clinical laboratories.",www.ivaxdiagnostics.com,0,0,-1,1
157,ESP US Equity,Espey Mfg. & Electronics Corp.,30.621,$72.21M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esp,"Espey Mfg. & Electronics Corp. designs, develops, produces, and sells specialized military and industrial electronic equipment.  The Company's products include power supplies, transformers, radar transmitters, and antennas.",www.espey.com,0,0,14,1
158,EMXX US Equity,Eurasian Minerals Inc.,0.7299,$53.59M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/emxx,Eurasian Minerals Inc. conducts mineral exploration activities in the Tethyan Metallogenic Belt of Europe and Asia Minor.  The Company is currently exploring in Serbia and Turkey.  Eurasian Minerals is assembling a portfolio of projects covering district scale gold and copper prospects.,www.eurasianminerals.com,0,0,-1,0
